epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,2490.78,1.07249,0.97606,1.22531,0.8387,0.83528,0.8808,0.63152,1.00097,0.71572,1.14124,0.006832,0.006832,0.006832
34,2565.82,1.06874,0.96863,1.22728,0.83763,0.83851,0.88323,0.63483,0.99819,0.70538,1.14041,0.006733,0.006733,0.006733
35,2641.05,1.06692,0.97562,1.22653,0.84324,0.83508,0.88525,0.63902,0.99373,0.70263,1.13473,0.006634,0.006634,0.006634
36,2716.05,1.06632,0.96529,1.223,0.84849,0.83613,0.88794,0.64064,0.99032,0.69406,1.13124,0.006535,0.006535,0.006535
37,2791.08,1.05077,0.9484,1.21629,0.84729,0.83277,0.88804,0.64274,0.98054,0.68907,1.12514,0.006436,0.006436,0.006436
38,2866.17,1.05055,0.9436,1.21485,0.85758,0.83113,0.89128,0.64595,0.98106,0.68302,1.12593,0.006337,0.006337,0.006337
39,2941.48,1.05785,0.94454,1.21324,0.85718,0.83435,0.89143,0.6479,0.97766,0.67871,1.12297,0.006238,0.006238,0.006238
40,3016.23,1.04644,0.93695,1.21275,0.85616,0.84154,0.89049,0.6492,0.97233,0.67514,1.12028,0.006139,0.006139,0.006139
41,3090.93,1.03322,0.92469,1.20693,0.86101,0.83943,0.89134,0.65107,0.97163,0.67343,1.11843,0.00604,0.00604,0.00604
42,3165.62,1.044,0.92686,1.20853,0.85376,0.84392,0.8913,0.6513,0.96825,0.66974,1.11609,0.005941,0.005941,0.005941
